-2,-10,-17,14,8,-18,1,31
-23,31,7,-8,-18,-5,12,18
10,2,-32,-28,2,-31,-5,12
-29,26,-16,-4,-31,-26,16,24
-12,6,-6,-8,11,-30,-6,6
-31,-27,-1,-8,12,10,20,5
-24,31,18,-5,-22,15,-12,-26
-1,-12,-4,28,-14,-2,8,-8
-5,-28,20,-20,9,-2,27,-11
-10,7,-7,23,23,28,22,15
19,-15,3,-13,2,-2,10,-26
25,-28,27,2,-27,21,-19,30
14,-30,-2,22,-6,20,8,-22
-6,-4,25,-3,-15,-3,27,-30
31,10,6,20,13,-14,14,22
28,-17,-28,11,15,-32,-28,-18
6,-14,-18,30,-24,1,27,-6
-5,-18,23,25,-9,-25,-26,-11
-27,-28,6,22,8,-22,-28,28
-26,15,11,29,3,-11,-29,-32
-21,1,-10,-19,23,3,-16,30
-3,-22,4,-19,-21,13,0,-26
7,-13,-17,27,-18,-6,-14,-24
9,16,2,-19,1,-12,-26,1
4,22,26,8,17,-28,-10,0
-28,19,30,7,0,14,3,-22
-6,18,3,-2,0,22,25,-30
5,17,-16,-26,28,21,-20,-24
-9,-14,-15,10,-28,27,31,-10
-22,0,-19,24,7,30,24,-11
-6,17,-25,23,9,-24,-14,17
-19,22,-29,-26,16,-1,25,-5
-9,-29,-30,19,-19,-21,-8,0
8,-24,-3,-30,11,29,16,26
-4,-7,30,-24,-17,-26,7,-8
-5,-8,5,23,21,-17,-32,9
18,-17,24,21,-28,0,-32,18
-18,2,-29,-9,1,21,20,20
18,-8,9,25,29,24,26,24
18,-20,20,18,-14,9,6,-1
16,-1,18,-11,20,-21,-21,-6
22,2,-25,-1,-11,4,6,21
30,-8,16,12,20,1,17,-15
9,-29,-4,-25,-7,-4,2,-30
19,1,-23,-2,-8,-12,16,-21
-19,-18,-10,18,30,-20,0,25
-10,-2,-30,-3,-18,-4,14,-32
30,-16,10,-9,-23,18,-31,-5
25,-25,6,-5,-31,17,-23,-7
-13,16,-22,-16,28,-21,11,19
-6,14,27,-21,-18,-27,-18,29
18,26,-5,-10,-13,-7,-20,-12
7,7,19,18,29,5,-5,1
-13,16,-3,23,8,31,23,22
-1,-26,7,5,16,10,-14,-32
9,-20,-30,-10,14,23,-3,13
23,-2,25,-9,24,-20,24,-19
-3,22,-26,-21,-24,1,30,6
30,-5,6,25,5,-8,-18,-3
12,-10,27,14,-4,-15,-28,-4
-5,-28,-10,4,6,27,-32,-8
18,-4,-28,-18,28,-27,-27,17
9,-26,0,-32,-19,-20,-13,2
-28,-30,9,23,23,-24,27,-14
13,21,6,-2,8,-29,-28,-31
-14,-28,19,-5,-8,28,26,-9
-4,-9,7,-30,27,-9,25,8
-10,-28,-3,-8,18,6,30,23
16,-22,-30,-25,22,-19,-20,18
-31,-19,-1,-25,-28,-18,-4,-24
2,19,19,15,-31,-20,-8,0
-23,-21,31,-15,24,25,3,0
-32,-6,29,12,2,-7,0,27
1,-6,17,6,-27,-8,-17,-30
4,-26,-26,-9,26,11,11,22
13,11,-1,-5,-30,-10,-25,-25
-23,-26,15,15,31,29,26,16
-7,7,-15,-2,-19,-25,-27,27
30,-16,-24,-3,2,-5,24,-12
25,18,20,-7,29,3,23,19
29,8,-15,-24,-6,3,-13,26
-10,7,-31,-24,-23,8,-25,-6
23,-20,16,29,-29,-5,-3,26
-24,-19,2,-1,20,25,15,31
-24,-12,30,25,-31,-22,-15,-17
26,-9,-30,-1,12,-31,-27,16
24,-31,17,19,12,17,14,-7
19,14,19,13,9,23,-23,-23
24,21,8,5,5,25,13,-1
-24,-8,5,-11,17,-25,-24,3
10,10,0,-20,-29,15,-28,13
20,3,-25,25,9,16,-5,-11
21,-9,-1,13,-32,-12,-22,14
-16,0,27,-3,17,2,-29,19
-28,-21,27,25,0,-28,11,-12
-24,22,16,-16,-5,-18,-18,23
19,-12,-23,29,-16,-20,12,0
-31,12,-12,5,7,-1,-23,29
29,21,-12,-30,8,0,1,-25
1,20,-20,-27,-26,-24,19,26
-30,31,14,5,4,13,-27,-20
19,31,-18,0,-20,-30,-18,-20
-12,30,-20,-8,-19,-9,0,-25
27,6,-26,24,-31,22,15,-30
-16,8,-30,-27,19,18,31,21
-8,-4,11,21,9,6,5,22
-1,-20,-11,10,-21,7,14,17
10,-19,4,31,10,-26,-26,-30
-23,-27,19,-30,18,29,10,10
-4,-5,18,-32,5,4,-22,28
-11,-17,-16,-26,9,-30,30,-12
-22,10,5,-26,31,-12,-28,-29
18,-8,15,28,-18,-3,23,-8
2,8,-10,-23,-26,5,-29,4
10,16,-28,-24,20,-8,10,22
-32,-19,29,28,-9,-11,17,-31
-13,20,-31,-23,27,-4,-7,28
-22,24,-4,6,19,-5,15,21
-31,-17,2,13,19,-22,-19,-28
3,19,5,-23,-9,-27,-1,-14
8,22,22,24,-13,-23,-18,10
-10,28,14,-4,10,-29,-13,15
-4,-21,7,-17,2,15,-12,-23
-16,-24,25,12,-23,-28,30,-18
21,9,-4,25,-3,-26,-25,-6
10,-16,-7,-14,-8,23,14,-26
-2,-23,-27,0,16,11,3,2
-13,18,-11,-22,-19,2,-3,27
23,17,-1,4,20,-9,-31,19
0,-6,-5,-4,21,23,-27,2
-23,-17,19,-24,-19,9,9,-16
-30,10,30,-27,19,-15,-2,-32
-20,-18,-32,26,5,24,-28,-27
5,-28,10,2,-1,28,-14,15
28,-10,28,3,20,22,-12,25
-17,-12,-26,-27,10,-16,31,7
-29,-27,22,6,7,29,5,11
27,8,-18,18,26,-13,22,28
-31,-15,23,18,30,4,-12,-21
-18,4,-16,-29,7,3,-31,-9
-6,-3,4,-1,4,-3,25,29
-21,-31,0,-5,0,24,-29,22
4,-27,-11,13,9,-24,12,-13
18,3,-18,-5,30,-23,-21,-25
-1,26,-22,7,2,1,12,29
8,11,10,-22,3,16,26,17
9,31,-23,7,-20,-12,29,13
26,13,-10,-20,7,9,31,-8
-14,16,22,-11,-16,-17,-8,14
7,26,-31,-29,-8,-16,-1,27
7,-8,-23,-16,9,0,-28,-19
11,9,-20,7,21,-24,-26,26
-2,-22,-29,-24,10,-7,-24,-18
-11,-28,7,-20,22,-18,3,16
8,-9,-22,25,5,-14,1,-29
-10,3,17,22,-32,-12,-17,7
-3,-6,-14,30,24,10,-31,-28
-11,-13,31,-17,5,29,11,-26
3,23,-20,29,-8,-4,23,17
21,29,-14,-11,28,-24,23,-2
-17,-16,1,-2,2,-32,5,25
-15,9,-13,19,-26,29,3,-30
-22,-30,-21,-31,26,5,11,4
-5,24,-7,18,8,2,28,-27
-27,-2,-5,-10,12,-3,-11,5
30,-30,11,-15,26,12,-6,-25
-10,-9,10,4,-25,4,5,-19
-16,-2,-6,-13,-30,28,6,2
24,-21,16,-6,-6,28,-31,16
13,-25,-28,15,-18,-11,22,-15
-16,-21,-13,-8,-20,-9,-21,-27
21,31,16,-11,-28,15,-8,0
-17,-7,10,-15,-23,31,-6,18
2,11,3,7,19,-5,21,26
23,10,-13,22,19,20,-25,-26
-20,-9,-21,19,-2,-26,5,-31
-3,11,1,-13,-2,-10,-4,-15
6,-28,11,7,2,-25,19,14
-22,-1,13,-25,-22,20,-20,-18
8,5,-1,26,-5,4,10,-29
-10,5,27,28,-22,-32,-29,-4
0,6,-22,-25,7,1,-21,4
27,-17,-30,-4,21,20,-8,10
-3,2,-2,-18,23,-31,-19,-17
9,-16,4,12,-15,9,-24,27
-2,7,-2,-13,20,4,-13,11
-11,6,-1,-23,-27,-2,-14,-27
-12,10,-16,16,-17,-32,16,-3
-9,12,23,-29,-28,-31,-23,16
19,-13,18,19,-30,13,2,27
-24,-27,19,27,20,-11,5,5
-16,-32,20,27,1,-9,3,0
18,23,-28,-25,-3,6,-13,-21
-25,-3,-10,27,-28,-12,-24,-11
-16,31,11,-32,4,15,18,-16
-14,-16,22,-16,-10,-4,27,-21
-31,-7,16,18,-15,-31,-24,-16
3,-20,24,-24,-13,-4,5,-13
13,21,-8,23,-3,7,12,20
-25,-14,13,30,-2,-29,-13,-19
20,22,-16,-5,-18,-29,30,1
-17,12,2,-18,-1,7,21,-11
5,3,5,31,31,-15,0,13
2,29,-17,4,18,27,24,-27
-27,7,7,-15,-27,28,-23,-1
-32,-20,-9,-25,2,-19,6,2
-1,-11,21,-29,-8,23,-12,-3
-7,-27,3,17,28,-29,10,-21
1,29,-5,14,8,-22,12,5
-24,-18,14,14,-27,-8,13,6
-30,23,-17,-6,-11,24,-19,19
26,26,26,11,8,-15,-27,-25
0,-2,-5,4,29,17,-12,11
22,-9,30,16,-15,-16,-6,27
-31,-30,9,11,-15,-14,22,-8
-1,-20,-31,-1,4,4,-27,19
14,-20,13,-31,31,-15,27,-16
6,-17,15,8,14,-28,17,-9
-7,-6,-25,-29,-24,-25,-15,28
23,-10,26,7,15,20,12,-11
-19,2,5,-15,-9,30,16,-3
-29,-6,12,17,-17,21,-9,-20
3,-19,-2,-11,15,-22,17,-25
11,-15,2,15,19,-3,-4,-12
-7,14,2,-18,-24,15,28,-5
-24,-31,-5,8,-1,21,-5,-3
20,17,-10,8,-16,-17,-9,-6
-26,5,-22,-31,9,-16,-32,-10
-23,28,-23,29,22,17,10,31
-30,-15,-1,3,7,-32,-26,-15
10,3,4,30,-11,25,14,1
-31,-12,-23,-11,-5,-13,14,-23
-29,6,-4,11,-1,-13,3,-6
19,12,-20,-4,-10,14,6,16
-21,-3,7,-13,-14,-23,27,24
11,-31,25,30,-12,3,-1,8
27,-30,-9,10,-13,22,-24,-30
-2,7,-20,-10,-29,-8,-24,23
-3,-24,-9,23,-14,-24,5,-24
23,-10,-21,26,-4,17,-17,-16
-17,-6,6,-20,-10,-17,28,-2
10,21,19,30,3,-32,-26,30
1,25,-20,-14,-2,14,20,6
-7,-21,-32,29,-8,-12,-28,-3
-8,-13,-5,28,18,-30,-1,-31
-19,-8,-12,13,4,-14,4,-8
15,-28,-32,-12,-8,-27,-27,18
-12,4,-3,9,22,1,-7,16
30,-19,-24,0,-17,18,13,-12
-7,-31,16,-23,3,-19,-7,-1
-2,-20,2,-32,19,-3,-18,-10
-12,-13,17,25,29,26,-24,24
29,20,-18,27,8,-31,17,0
15,5,16,-6,-9,9,27,-4
-6,-22,10,15,16,-29,17,-32
-29,28,18,-20,-25,-20,16,6
0,28,30,-21,-30,-7,20,10
-4,-20,-10,-25,-19,30,8,-14
4,27,-12,-24,28,9,-18,-9
-21,-16,31,20,-23,-27,30,-4
-4,11,-31,15,-28,21,-13,6
-8,15,-5,19,-17,29,-10,-19
-15,22,-4,4,-16,-25,-24,22
15,-24,-27,-24,31,27,23,-28
14,-6,-31,24,17,-11,1,-3
-11,8,-16,22,11,25,1,-27
-5,10,1,-25,-12,-14,-7,-29
1,5,8,17,14,2,4,-5
3,-1,24,14,3,-21,-2,-12
18,26,-3,10,-4,-32,-15,-25
29,-11,-1,12,-21,16,17,18
-25,1,23,-21,-4,19,-26,7
-18,27,-6,-25,7,-28,-1,-15
-29,-9,-9,13,-29,-22,30,-5
5,2,-31,-18,-17,26,-26,31
-7,19,-26,-9,-7,22,7,19
-9,23,2,16,-18,12,18,19
6,19,16,22,-16,-26,31,26
8,15,-11,24,-18,-17,9,-2
-5,20,18,6,-27,8,20,-2
21,16,-2,24,-23,8,2,31
-25,-32,6,5,-5,27,-23,24
-20,6,18,-4,-30,10,-6,6
-19,-5,-13,-12,19,-8,22,15
-1,27,-23,-12,19,0,10,-24
29,-11,0,-14,4,8,-18,11
11,13,20,22,-18,-21,15,-17
-19,25,-19,-14,4,-5,-3,-25
-22,-15,22,12,0,8,-19,-32
7,-29,5,0,9,26,-12,1
25,-17,-30,27,-10,-14,-27,7
-2,-17,8,-32,-31,4,15,-4
-3,-3,-9,-27,15,27,-29,-21
9,-3,-2,-24,-25,-12,-30,14
25,6,16,-1,-19,1,6,-22
-29,-17,-6,-9,-2,-11,-21,24
-15,26,8,2,-18,-10,-21,-24
-26,18,-27,4,19,-17,15,-25
-12,16,-5,13,10,-2,8,28
15,10,-6,23,-31,-13,0,-4
14,2,-18,9,-26,21,-3,26
20,-10,-14,30,-31,31,3,8
-30,-7,-6,-24,31,12,13,-13
-9,-22,-19,-8,7,-5,-9,12
-12,10,27,19,1,-32,-17,-24
-15,-18,13,1,0,-11,-2,18
16,21,-3,-12,17,1,18,15
4,-18,30,17,16,-19,25,4
-6,8,8,31,-30,18,0,27
-23,-25,18,17,26,21,-32,8
-9,-23,-28,18,7,-24,25,13
27,-5,1,1,23,-8,-4,22
-28,-6,25,-17,26,22,-32,0
13,11,-10,-22,23,-4,23,30
-1,18,22,-4,-7,-17,-7,-23
-32,-2,-23,-3,23,-4,-8,18
4,-25,-1,-3,24,19,11,30
-15,-5,-9,7,-19,21,-10,3
-20,11,-12,30,-9,12,14,-7
4,21,26,-16,-25,-8,-24,26
-5,-19,10,5,17,11,-28,-8
21,-27,28,18,9,-30,-20,25
-9,-8,2,11,3,-26,14,-2
-4,-10,-29,0,-30,-4,-21,-20
-21,30,-11,-13,3,28,24,11
-21,-13,-18,-25,-20,1,-28,29
-15,-13,27,23,-32,-31,-20,26
29,-9,-9,22,-14,-26,7,-2
21,2,30,-30,-18,-12,-20,31
-12,-29,0,-17,-20,-6,-14,23
-30,-27,20,19,10,13,-14,-13
6,-23,-13,-13,-1,31,1,18
14,-11,11,-27,-32,-4,17,-26
18,-6,-5,2,7,19,7,30
-25,-30,5,-2,-31,15,-12,14
16,-5,12,-17,4,7,2,10
-13,6,-2,18,-7,-29,15,30
14,13,-26,29,29,-4,-30,-8
-21,24,-13,2,24,20,-14,-8
-10,-23,-26,-30,-20,-1,-10,3
-31,-12,17,3,-31,7,-17,-24
13,29,-17,11,-31,-23,14,4
-15,14,29,29,19,15,3,9
-13,-13,11,27,31,-15,13,16
2,-3,1,18,-5,-10,-24,-10
-23,22,-25,-1,31,4,16,17
-30,-10,11,29,-22,19,-13,2
28,18,-4,-8,17,28,13,22
-22,26,-3,-15,-1,26,-32,24
-2,-14,-15,-12,10,-9,-21,-25
-29,26,-13,29,-1,5,-25,14
15,14,-21,15,-14,-16,18,2
-18,24,24,-9,3,27,-6,-12
22,1,-24,-19,9,-17,-1,-23
13,16,-24,22,22,-26,-19,5
14,17,-3,10,25,-5,18,-4
-32,7,-18,-1,9,-19,25,-10
-15,16,11,-22,18,28,27,23
-30,16,-25,-16,8,-30,3,-12
14,22,-18,-21,31,-27,-5,17
20,29,-1,5,-6,-17,24,-16
-7,-22,19,16,14,0,-22,30
15,11,-5,5,2,21,-18,17
27,-24,13,29,-4,6,-22,26
-27,-5,22,-31,-9,19,-11,8
-21,-15,-24,3,19,-15,-8,-27
-11,-11,8,-7,17,-19,-17,-8
4,-8,-1,-31,-32,-23,-24,30
-24,-25,5,17,14,27,-16,11
-29,25,-16,-15,1,-9,-23,-14
28,11,21,-21,14,8,15,-14
19,10,5,-23,-26,-27,4,-31
14,20,29,-11,20,-14,1,28
-32,27,17,-16,-13,-10,6,22
29,1,27,-4,26,17,22,-21
19,31,-29,-21,9,-28,12,26
31,-32,-3,-21,-4,-12,15,-19
14,31,5,-19,-1,15,3,-3
-20,-10,29,9,16,25,-24,0
12,13,-3,-32,-14,-17,0,19
1,-4,7,-13,23,30,-32,12
9,-28,-27,-30,25,-7,15,-22
-8,23,9,11,-20,-1,14,-16
-27,28,-16,-11,9,-29,-20,-22
10,6,-30,22,11,19,29,-22
-20,-6,23,-32,-11,7,18,2
29,-26,22,26,0,-8,23,2
3,29,22,19,-22,-11,-26,0
24,-16,0,21,29,-8,19,10
0,6,6,-8,-2,-7,-23,12
-4,-23,20,-27,20,30,-11,12
10,-8,-20,7,-18,-14,0,-20
11,-12,-28,-29,13,14,28,-25
-26,-12,-15,13,28,5,30,18
-13,-11,2,31,-27,-20,9,12
-16,3,0,-23,25,-19,22,4
-9,20,-24,11,-6,31,-9,-2
-18,-10,-24,-6,15,8,-15,-2
-9,-15,29,23,-25,6,-5,13
-16,1,-5,15,-16,0,-6,-3
-24,24,22,-3,18,12,-30,-31
-29,8,-12,28,-21,-22,-24,-11
11,-6,3,9,1,2,20,-29
-27,-5,30,2,-19,-15,16,28
-23,-24,-30,23,-9,14,7,24
-21,7,24,27,10,8,-30,-16
-24,-16,-8,25,22,28,11,4
14,-8,-25,21,13,23,-7,-13
-25,-11,-9,-4,3,-22,-16,-32
-19,-32,-9,23,-24,21,24,24
6,2,22,-9,14,19,-22,14
2,-22,-19,-22,20,-18,16,25
8,-16,29,-28,8,16,-32,16
-12,-9,-23,-18,-8,15,16,-21
14,-16,-3,-6,-8,-24,-13,-24
-12,-28,9,30,-30,-8,20,24
6,17,-30,-8,-1,22,-19,-22
-7,-13,-18,-30,30,-23,-5,-6
-20,-11,7,-31,14,-9,-15,-4
-10,-24,-6,-1,-24,-24,-16,-2
-3,26,26,26,-1,14,-1,-25
-4,-31,-23,4,-16,23,28,-23
-23,-32,-28,-30,-12,-32,26,-11
-31,-6,4,14,-30,29,22,18
17,-30,-25,-6,15,10,18,6
30,7,22,15,-3,-15,25,-31
-28,25,-6,20,26,-20,24,1
22,-28,20,-12,-8,2,11,24
-13,26,-6,19,31,-30,-3,28
-32,5,-19,-15,5,24,-28,-26
22,7,11,-22,-22,-28,-30,29
25,8,-6,-22,12,-16,10,3
0,-25,27,-13,10,-32,-6,-16
0,-31,-19,-6,-23,25,0,-23
-19,-16,-6,-22,24,-4,-20,8
-14,25,-2,7,31,-21,10,-14
-17,-3,-3,-22,5,5,29,-31
29,-19,18,-31,-26,18,5,-19
-6,10,5,28,-24,-24,7,2
-25,-3,7,7,-17,-27,12,-22
25,5,-11,17,0,21,1,-12
-1,-25,-11,-24,4,-27,-1,-2
19,-21,26,-2,24,-32,26,28
-4,12,-25,23,-18,-26,0,-24
-3,-28,-16,-30,13,20,26,29
28,7,-12,9,-25,-21,7,2
3,13,10,-10,10,-18,7,11
26,28,18,-32,-21,-13,6,-27
-5,14,-24,-12,-27,21,10,-11
31,-19,-21,-31,-9,-22,-16,-16
18,-14,-28,-14,20,-14,-28,8
24,8,-9,20,6,-25,-25,6
14,22,2,-11,6,10,-13,-24
-20,0,17,13,-2,8,19,-24
14,-23,29,-1,-27,24,29,18
-3,-25,-16,-26,3,-1,-30,9
15,11,-19,27,31,-21,31,-20
-23,29,3,-18,26,-28,25,-13
27,12,12,-26,-1,-16,7,-12
-19,-14,-6,-24,7,-10,4,9
-1,-21,14,-7,-31,-17,-19,5
25,0,14,-3,5,29,-12,14
-13,26,21,16,9,-2,-28,5
-21,29,1,11,30,-23,-20,-21
14,-30,-26,-8,27,10,-17,-29
15,10,-6,20,-13,14,-3,18
16,-27,-23,-31,-19,-16,-6,30
-15,-20,16,18,-14,-14,-18,-23
-25,3,-2,1,22,-31,18,24
14,-21,-13,6,-18,-13,14,-16
-12,-27,11,-9,-8,9,27,-2
-4,20,-22,-3,17,-17,-19,-30
2,-26,-27,17,-16,29,-24,11
-9,17,-26,-24,25,1,23,18
14,-9,-28,-10,8,2,-10,7
11,0,20,-22,-3,-29,1,-24
19,-26,24,9,-18,-18,24,-20
2,20,15,12,7,25,6,28
5,-1,-28,11,28,4,3,12
-22,-31,20,-5,8,-32,20,-3
-22,-17,-15,-10,4,4,8,-5
-11,1,31,-25,20,15,5,4
-7,-28,8,27,31,-8,30,-31
-1,-9,10,2,-3,29,-18,-20
-31,6,4,1,-1,16,-4,13
27,-31,4,25,5,-26,-27,13
-2,31,12,-22,30,5,18,-22
13,-2,-10,27,-25,-9,-7,14
28,23,10,-17,24,-7,5,21
-26,-20,31,-1,-32,-31,-3,-10
28,22,-21,-32,17,13,-7,2
0,0,12,-8,-28,13,-1,-28
-27,-12,-21,25,19,-11,19,24
-19,21,4,-31,10,-32,27,-6
-31,-18,-4,25,5,13,2,-24
-20,21,2,-25,-20,-26,-7,-28
4,-16,10,-22,-5,4,-17,-14
11,-4,13,-6,-23,-15,14,-7
-18,10,19,9,9,10,-16,8
20,6,-1,6,-27,-22,6,-25
20,26,-21,-12,14,-2,-21,21
27,9,13,28,-9,24,-14,-11
18,1,-12,21,14,16,-11,-11
-22,30,-6,6,0,-17,-4,30
-17,8,-22,-25,-18,-29,-7,10
23,19,-19,-3,26,-14,-29,-25
-25,0,14,27,9,-27,0,-22
-7,-29,13,31,-27,28,-21,-20
-6,3,15,23,14,21,-13,4
-29,-2,31,-4,12,-29,23,24
-12,-17,6,-4,-13,-24,3,8
-12,-9,-10,28,23,-3,-30,23
22,-2,-21,29,-20,-11,26,-20
13,-1,-6,-15,9,12,30,-8
20,-24,9,-3,-23,3,21,-20
30,-13,-29,-22,-6,-21,24,-1
12,-18,15,-32,-22,-29,-10,-30
-1,-3,-22,-2,14,0,1,-22
16,7,2,-21,21,3,-9,-13
1,-2,-5,-27,-28,-22,-16,-26
16,-24,14,1,30,6,-18,-26
14,3,-13,-6,-6,-1,1,29
15,-22,1,13,-20,-25,19,-4
-26,-16,-24,-2,9,18,8,22
-27,18,4,-31,13,14,-26,7
-27,9,28,-2,24,18,21,6
-12,1,25,19,2,28,16,-8
10,16,9,-26,-17,8,-25,23
-16,-23,11,-1,11,-14,19,-29
-9,14,-2,4,-12,0,-18,-18
14,-14,10,-6,-4,-24,-32,18
-17,-15,28,-31,-10,9,24,-15
-9,-3,-1,16,24,26,-29,20
10,23,-29,-29,-14,3,-9,22
-16,-26,-3,3,-6,-31,0,-32
-30,-27,28,26,19,12,21,25
12,-20,21,15,-2,-9,-7,-20
21,-30,8,31,10,-27,3,-32
-29,22,10,-7,27,13,-31,-25
28,4,26,-29,-28,27,5,11
0,19,11,12,5,-24,19,24
24,9,-6,-32,-8,-15,-8,11
17,-32,30,22,29,24,15,18
-19,17,14,4,5,-23,-2,-31
-2,-31,6,-32,-19,-17,-20,4
-31,11,0,9,-16,27,-2,-26
-27,-21,-31,-32,-19,-13,28,18
11,-28,-13,10,7,4,-21,19
-6,-10,3,27,-16,-20,-25,0
27,-13,4,-2,12,-28,-30,-28
21,-28,26,18,-17,-9,-11,6
21,-5,-27,-26,-21,-23,12,-23
-17,-4,25,15,-23,30,26,12
-21,31,-27,30,-24,23,19,-14
23,-2,-22,-19,-3,-29,19,-25
10,20,-25,-2,23,-17,-2,-2
-1,-12,18,-17,13,-4,23,-22
4,9,-32,28,-25,-15,-32,25
-30,21,24,15,23,-19,-17,22
30,19,-14,17,-29,4,-31,24
-10,-26,11,10,-6,0,9,-3
22,-26,14,-2,-15,13,-25,-32
25,-6,-11,20,-3,11,-11,-6
13,1,-17,-32,16,-20,3,-24
-4,9,-12,3,-16,18,29,5
