249,9,-13,0,-9,-13,-7,-15,9
250,-11,-8,10,-3,-12,-11,11,14
251,15,8,7,1,-15,11,-6,8
252,4,1,10,-3,-10,9,9,-3
253,-16,-1,9,-7,15,-7,-16,-10
254,-5,-15,-8,12,12,6,-14,8
255,7,15,8,14,-9,6,2,7
256,-6,4,-15,-5,8,14,12,4
257,0,8,-15,-13,-16,10,13,15
258,7,5,3,11,-14,-13,-12,-14
259,-3,-11,-8,-16,9,-4,15,-1
260,10,-12,9,14,-10,3,2,-13
261,-14,-14,-16,9,-8,13,-2,-1
262,-4,-6,-13,3,1,7,2,8
263,-5,-12,11,8,-13,-10,-8,-16
264,3,0,-6,-16,8,2,-12,-8
265,-2,4,-14,7,8,-6,-1,7
266,6,1,-10,-12,2,3,-6,-2
267,13,-7,-7,-16,-15,-7,3,15
268,-10,-6,-5,-11,12,-15,-2,-7
269,5,-2,13,4,-9,4,1,13
270,-3,9,0,2,0,14,-12,13
271,12,5,-12,15,2,12,4,-7
272,-11,2,-13,13,4,-13,4,12
273,-12,3,4,12,11,-14,15,15
274,-7,-2,2,10,7,5,-8,6
275,0,-4,-13,11,-2,-11,-12,-12
276,12,-2,-8,6,4,-10,6,-8
277,-10,-13,-3,11,5,-4,14,6
278,-13,-12,13,-14,3,11,4,-11
279,-6,-10,12,2,-2,8,5,-2
280,-15,10,-10,13,14,1,-3,12
281,13,4,-12,-15,-9,-3,14,4
282,-6,-16,13,9,-2,-11,-10,3
283,4,6,15,12,-14,-7,-5,-4
284,5,2,13,4,15,-12,11,9
285,-5,-10,9,4,-3,13,3,-6
286,-8,-1,-13,-9,-10,12,-2,-16
287,-13,3,0,13,13,-10,-1,-1
288,6,10,-4,-5,-9,14,6,-8
289,8,4,-1,-8,-3,2,-4,12
290,-8,-6,-16,10,-15,-14,-9,4
291,-9,11,-2,-3,-13,-1,13,12
292,-6,2,-10,-8,-13,-8,13,-7
293,2,-11,-9,-10,-15,4,10,-13
294,-6,10,-1,-11,9,11,-11,-14
295,-15,15,10,2,-16,-14,9,15
296,9,-15,0,-7,8,12,15,13
297,-3,5,5,3,-5,6,9,-15
298,-15,8,-7,-14,-8,-2,6,-6
299,-2,-14,-2,1,-3,-16,-8,-7
300,3,6,12,9,4,-8,-7,-4
301,13,8,14,-9,-5,1,-3,14
302,-6,-12,-2,-6,4,7,-3,2
303,-15,-11,-14,-3,-13,1,8,1
304,-15,-16,-2,13,1,12,-2,-4
305,9,12,6,-13,6,-14,5,-12
306,-2,-13,-9,-2,-7,-2,7,-12
307,8,8,-5,-6,14,7,10,12
308,-9,-16,2,-16,6,-12,-12,6
309,13,-6,15,-3,11,-13,-15,5
310,-10,3,2,0,-3,-4,-16,-15
311,11,-5,8,1,-10,-5,-11,-15
312,8,1,-5,-2,6,1,3,-7
313,-9,1,-10,8,4,0,-2,13
314,-11,14,-3,-13,14,11,-4,12
315,-3,-4,15,-12,8,-12,13,-6
316,-9,-9,13,10,0,-15,-3,-10
317,1,2,6,15,9,-4,4,-5
318,-2,7,8,-8,-7,0,-3,-5
319,10,14,11,-11,-1,-15,14,-3
320,3,15,4,5,8,2,-9,1
321,-10,8,-2,-5,-5,-3,0,15
322,15,-16,0,1,-1,10,7,14
323,-2,1,-14,12,14,1,1,2
324,6,-10,-3,-2,-16,-10,-8,-9
325,-15,-11,8,-16,15,9,15,-13
326,4,4,-16,2,-8,14,13,10
327,5,-8,-3,-9,15,1,15,-12
328,-1,-15,10,-2,-13,12,-15,0
329,-4,14,-5,-13,1,13,14,-8
330,3,-11,11,-6,11,-9,7,4
331,13,4,5,-1,-14,-11,13,-8
332,-2,13,6,-4,-13,4,-6,-11
333,-12,9,15,-4,5,-15,13,-12
334,0,-3,-10,-5,-9,-5,7,11
335,5,10,12,-15,13,6,1,-10
336,1,-16,10,3,6,-13,-5,-9
337,-13,-14,-16,-16,14,11,-13,7
338,-2,-8,6,3,12,-6,-4,-12
339,0,-13,13,-11,4,0,12,3
340,14,2,-16,2,-5,13,-13,0
341,13,-12,-12,-14,-5,5,-7,-2
342,-2,4,3,-1,-14,-10,5,12
343,-9,-3,11,-14,-1,7,-1,-14
344,-16,0,-14,11,0,1,-3,7
345,10,5,15,-16,-13,-9,14,5
346,-7,-10,14,3,2,-1,-13,-15
347,-9,-12,10,-4,-10,7,-7,3
348,-7,9,-2,-11,-11,12,-13,12
349,-4,9,-2,-4,8,-4,0,11
350,9,15,-9,2,-10,1,-13,-15
351,-12,-16,-15,-16,-11,1,14,-16
352,-1,6,-14,13,-7,-2,-13,-13
353,15,14,15,-2,11,-14,-16,10
354,-11,-11,-7,-13,-10,-7,-7,-9
355,-10,11,11,-1,-2,10,3,2
356,-2,4,10,14,-3,9,-12,2
357,2,7,13,5,-14,2,7,-2
358,-1,-7,-13,-2,-6,-7,11,-15
359,-2,-15,-8,-5,6,-11,7,1
360,-3,9,9,1,10,1,-10,-15
361,-6,-3,-15,-8,-2,15,-5,13
362,-10,3,1,-7,-16,-2,-6,-15
363,-3,12,-3,10,10,-8,-10,-10
364,-9,-8,14,15,-8,3,5,-16
365,-14,-11,-5,12,5,14,-5,-7
366,-3,4,15,-11,4,12,-11,10
367,-2,8,4,1,-8,-10,-11,0
368,-16,2,1,-8,-7,-13,0,-11
369,15,-14,10,10,-2,-8,-7,12
370,0,7,-2,-10,-15,1,-12,-5
371,6,-7,5,2,-13,8,15,10
372,7,10,-13,13,-16,3,-9,-1
373,-4,7,-2,-7,-4,15,4,11
374,-9,6,13,10,8,6,-3,-5
375,12,1,8,-13,-3,15,6,-3
376,-10,4,7,3,-3,-13,-11,-13
377,-7,-3,5,-12,-10,-13,-16,-6
378,0,-13,-3,15,12,12,-4,-13
379,7,1,12,6,-1,-14,-15,15
380,-8,11,6,13,-3,-2,6,-7
381,-7,3,-3,-15,-8,1,3,3
382,-8,-12,-11,-15,-14,-11,1,-3
383,3,13,-10,-15,3,14,-12,10
384,-9,-7,-7,6,-15,-12,-1,-4
385,-12,-5,7,12,-8,13,-15,7
386,14,0,3,5,0,-12,-14,-15
387,-9,5,11,-5,11,-3,-2,-2
388,3,-6,10,6,-5,9,4,11
389,-15,1,8,-5,3,-6,14,8
390,6,5,-10,-8,12,-14,3,-7
391,-16,3,-1,15,10,-16,5,-16
392,-10,-1,12,-2,-2,11,15,-8
393,7,12,15,-4,11,11,-14,7
394,-2,0,1,-14,8,-8,-13,-10
395,-14,14,12,-2,7,10,9,-13
396,12,2,13,-15,-5,14,-13,7
397,2,6,-2,-9,-7,-7,-5,-15
398,6,1,6,0,0,-11,-5,8
399,-8,-1,14,10,-13,8,8,7
400,7,-2,5,-11,-11,-13,4,-5
401,-12,14,-10,12,4,-13,-9,-11
402,8,5,15,10,4,10,-10,-1
403,10,15,-14,-2,-2,12,-15,-5
404,0,-16,-16,15,-12,-15,0,2
405,9,-15,13,15,-12,0,13,15
406,15,-12,4,-2,6,-5,9,-5
407,15,10,-12,11,-12,9,7,9
408,-10,-12,14,-4,5,-5,0,13
409,12,-1,-13,0,-12,14,-14,7
410,12,13,-2,10,-16,13,-3,-2
411,-14,-9,8,13,3,6,-5,14
412,-14,8,15,-4,-14,10,2,-7
413,-12,-15,-3,0,-11,-8,6,-16
414,4,13,0,-1,-8,4,-7,7
415,4,2,4,-8,-13,-8,-1,4
416,-7,6,-10,-15,12,0,-13,-11
417,-12,-3,9,12,1,12,-9,-3
418,11,-11,7,6,8,-11,1,14
419,-16,6,-1,-4,14,-12,4,2
420,5,13,-16,8,10,-1,0,12
421,7,0,4,9,-13,-10,12,-9
422,-10,-4,3,-14,-6,1,-6,-1
423,11,2,4,-7,15,-10,4,3
424,-6,-15,-12,9,13,10,11,0
425,10,-10,15,-15,-16,2,-12,-5
426,2,12,9,-16,-7,12,7,6
427,4,-12,-10,-11,-16,-13,-3,4
428,2,-2,-1,-11,-1,-14,-4,-1
429,-12,12,12,2,-13,-4,4,-12
430,-15,2,12,-4,6,-8,-7,5
431,-9,-1,14,9,7,-5,14,-16
432,-6,-9,-3,9,14,15,8,13
433,-3,-7,-16,12,-9,14,2,1
434,15,0,10,14,5,2,-3,2
435,5,0,13,-7,-9,-14,1,-13
436,-11,-1,12,-14,12,14,2,8
437,11,-15,-4,15,2,0,4,-8
438,14,-9,6,14,5,-12,-16,-11
439,1,-10,-5,-13,7,-16,11,-15
440,11,10,12,-10,8,-4,-7,14
441,-1,-4,14,15,1,8,-7,4
442,4,3,-4,3,9,13,-8,-12
443,3,-10,3,8,14,-9,12,15
444,-9,-15,-14,-8,-10,-15,-1,-4
445,-7,12,13,3,-12,10,-7,7
446,2,7,-11,5,8,2,-14,7
447,4,11,3,3,6,2,-15,8
448,-2,0,6,15,0,-2,12,6
449,-13,7,10,3,-14,13,-13,-9
450,-5,15,2,6,5,-8,2,-10
451,-12,8,-6,-12,7,15,-6,-7
452,1,-10,15,2,-14,-15,-12,-8
453,5,10,-7,12,-6,6,0,-11
454,-15,-9,-4,3,-3,9,12,11
455,15,-6,4,2,4,13,3,-15
456,-13,9,-4,-15,1,13,7,-1
457,0,-3,-15,2,12,-8,2,-2
458,-4,-16,9,15,-11,4,-1,-10
459,14,8,5,13,-11,4,-10,-7
460,-2,6,-10,-7,-2,3,-14,14
461,11,14,14,10,-9,-9,-8,-5
462,5,-4,-1,12,-14,-10,-8,-15
463,-6,-10,-15,-16,3,-14,-1,-5
464,15,-7,-16,8,5,15,2,0
465,14,-3,-15,-5,-4,-6,-4,-13
466,13,-6,-1,-2,-13,2,-10,-16
467,14,-15,3,-2,-13,6,1,2
468,-10,-1,-8,4,1,-7,14,13
469,-11,-15,5,-15,-1,-12,-7,-14
470,1,8,-3,7,-16,-6,1,-7
471,5,3,-14,-3,-12,3,-16,-3
472,-11,-10,10,4,3,-11,-5,-14
473,-4,4,15,-11,-12,13,-12,-10
474,9,-8,-3,1,-14,14,-7,8
475,-14,-7,10,2,-13,-16,15,4
476,9,-1,13,0,4,-15,13,13
477,-7,-2,-8,6,-12,15,13,7
478,-15,-9,-14,-14,2,3,1,-14
479,15,-2,4,1,6,11,13,-12
480,-14,-9,7,10,13,3,14,2
481,14,-7,-12,15,14,15,-2,-5
482,-8,-1,-2,5,-12,15,6,-8
483,-5,14,-15,-1,-7,-2,-3,-9
484,-9,-8,-13,2,-15,-12,4,-6
485,-10,-4,-3,3,-5,11,-1,1
486,14,-11,-14,-3,12,8,-12,5
487,-12,4,-11,3,-6,0,-7,13
488,-13,-1,-11,2,-12,-4,-13,8
489,-3,-16,15,-1,14,6,9,0
490,-8,13,15,-12,9,4,-12,-9
491,9,0,-4,5,12,7,-9,-11
492,-7,5,12,-2,-2,10,3,-6
493,14,2,7,-3,-9,-15,10,14
494,-4,-4,0,14,0,7,10,11
495,-12,-2,14,12,10,-9,-10,-15
496,3,10,11,-8,3,-12,-11,5
497,6,3,9,3,4,-3,-12,3
498,-16,7,6,2,8,3,13,-15
499,-11,-8,-10,15,-7,14,-12,-9
500,5,-14,3,10,-1,-15,-7,-4
501,-5,-13,0,-4,9,7,14,-4
502,7,-2,-16,-1,-16,-9,9,-4
503,9,-15,13,-3,-16,0,-3,-4
504,4,0,-9,3,-5,3,14,-1
505,7,-12,5,5,-14,-9,10,3
506,11,-5,-3,-13,6,0,-10,-9
507,-11,10,1,7,-3,-13,-1,-1
508,3,13,-5,4,-1,-14,15,10
509,15,5,12,-3,-16,-10,-8,2
510,-12,-7,-3,7,0,-14,14,-4
511,-2,1,5,5,-10,6,-9,2
512,13,14,-7,-9,9,-2,6,-12
513,3,10,1,5,-11,4,8,9
514,5,-3,8,2,8,-9,-11,5
515,-5,-5,14,15,7,9,-4,-3
516,15,-6,0,1,3,5,-12,-5
517,10,14,12,6,-2,0,-16,14
518,8,-10,-6,-16,1,-9,2,2
519,-13,8,-15,2,2,8,2,13
520,7,4,-15,-1,6,-15,-3,-3
521,-2,-4,-13,-11,14,-2,-12,6
522,-4,15,6,11,7,-6,-3,6
523,-1,2,-8,-14,5,-15,11,5
524,-14,-12,-15,0,-13,-3,-7,14
525,11,10,-6,13,12,5,6,13
526,9,6,-10,-2,-14,-2,9,12
527,14,-12,5,-13,-5,11,-7,6
528,-11,-5,3,-14,5,-11,4,-6
529,5,-5,-10,-7,12,-9,-7,15
530,6,7,-16,8,0,13,-9,11
531,5,-11,6,1,-2,8,-11,8
532,15,14,2,10,-8,4,-14,-3
533,15,-14,7,-12,7,-3,12,-5
534,0,-12,-12,-6,15,-1,-2,11
535,10,-12,11,1,-3,15,10,-12
536,-4,-14,1,-1,13,6,-1,14
537,-10,7,-9,-6,-7,13,-13,14
538,-10,-16,-12,-4,8,-11,0,-9
539,-12,-6,13,-9,-3,-3,-9,-1
540,0,-5,-6,11,10,-14,9,-10
541,-11,3,-3,-7,6,6,-1,-5
542,-16,10,-12,-9,-13,-14,14,-9
543,-9,9,3,9,12,9,-15,9
544,15,-3,15,-8,13,-3,-2,-6
545,13,-9,4,-9,13,3,12,0
546,-12,9,-13,-3,-2,-16,-14,-11
547,-11,11,-9,10,2,-4,-15,-14
548,15,12,1,-7,-16,-7,-7,7
549,3,-9,7,-11,-1,-9,0,-13
550,-11,-16,3,-15,-8,2,-13,7
551,1,13,-10,-16,-16,-5,8,1
552,-11,-13,2,-12,-5,8,-3,-8
553,-2,-12,6,4,-14,9,2,6
554,-16,14,13,-9,-3,5,13,-10
555,-13,8,-11,-8,-13,1,7,-6
556,2,-7,-6,8,-8,-3,-9,-9
557,-7,-5,13,-4,-9,-15,1,-5
558,-3,-14,3,7,7,15,-4,-15
559,8,-5,4,-16,-1,10,-7,-11
560,11,-10,-2,-11,10,13,-3,9
561,-1,-1,5,6,-5,12,14,-12
562,3,15,-4,8,-9,8,1,-12
563,8,-3,-10,-4,-4,3,7,11
564,15,4,4,6,15,5,-4,15
565,13,3,-2,-4,15,-5,-9,13
566,8,11,-6,7,-7,4,1,-2
567,0,-12,-14,15,-8,2,5,-9
568,6,-6,-5,9,-15,2,-11,11
569,2,-10,-7,14,2,13,-5,15
570,13,13,-14,-10,-15,-14,15,-6
571,-1,7,1,5,-9,8,8,-1
572,-10,2,3,2,-6,-12,4,1
573,-4,-3,6,-4,10,-14,-3,12
574,-7,12,-2,-16,-16,10,3,-16
575,0,11,12,14,-11,-15,2,0
576,-14,7,-6,-3,3,7,14,-10
577,-5,8,-12,-16,-3,-2,6,12
578,-9,13,-13,4,-15,-6,11,9
579,-13,-9,-5,-15,8,-4,7,-12
580,-1,-1,-15,8,14,15,10,11
581,15,-2,12,11,-7,4,-2,-2
582,-16,13,-14,-14,10,-15,-16,5
583,4,9,-11,-8,14,10,10,10
584,0,7,-7,-3,-1,11,6,-6
585,-15,3,-15,9,-5,9,9,-10
586,12,3,4,13,11,-1,4,13
587,-2,15,5,14,13,-11,11,0
588,-14,-1,-9,-15,-12,10,-7,1
589,-3,-16,12,4,-6,-7,-7,1
590,-15,1,-15,15,-13,10,-10,-11
591,-16,-3,8,-10,12,3,3,9
592,-5,3,11,-5,-6,15,7,1
593,5,5,4,11,0,4,-7,8
594,2,0,-11,-1,4,-12,-13,-9
595,7,-11,14,-1,15,-1,-8,-8
596,3,0,-7,1,-13,-10,-16,-4
597,-11,11,-6,7,-8,-8,8,-8
598,2,-16,10,14,6,1,1,-5
599,10,-14,-8,-1,1,-5,-4,-2
600,1,15,15,-11,-1,-9,-7,-2
601,-13,15,11,-4,-1,12,9,11
602,15,4,-16,-14,-2,-1,12,-10
603,-14,-7,8,-8,4,10,7,6
604,-4,4,10,-8,6,-15,-8,12
605,-1,-16,3,1,-4,-12,14,12
606,-1,-7,-2,10,5,-16,8,14
607,-7,1,-14,6,14,-13,7,-3
608,-13,-7,10,5,-1,-6,15,-14
609,-1,-8,13,-7,-6,6,15,12
610,-4,-13,-11,-10,14,-6,-16,-16
611,-1,-14,-11,2,14,-7,14,-11
612,-9,-7,7,-8,-16,8,-5,4
613,-2,-1,-6,-4,-4,15,-7,0
614,-6,15,-3,1,-14,-9,-11,-14
615,5,9,-13,14,-7,11,1,-10
616,-1,-2,7,-5,14,-7,0,14
617,-8,5,-6,11,10,0,-12,14
618,-8,13,11,-5,8,5,-12,10
619,15,4,1,-1,0,9,-5,-13
620,-12,-5,5,-1,9,-16,1,8
621,14,3,5,13,-16,-13,-4,-12
622,13,-9,5,-6,-2,6,0,7
623,13,5,6,-13,10,10,14,3
624,-11,-6,2,-9,-12,8,-10,3
625,-2,13,-15,15,12,-1,8,8
626,-16,-6,8,1,9,-13,6,-1
627,-2,12,2,-7,7,-2,11,-16
628,-3,14,3,-12,4,-12,-1,-10
629,-16,12,3,2,-6,-10,5,3
630,-9,-11,-1,6,2,-6,14,-1
631,-1,-8,12,12,7,-4,-1,-14
632,0,8,11,-14,-3,2,4,-15
633,-16,13,-3,10,-3,0,12,-4
634,-16,-2,3,6,-11,5,0,-12
635,14,-16,2,-15,-11,-15,-12,7
